Company Name,Domain Name,SwitchPitch Link,Hubspot Link,Track,Website,Short Description,Description,Stage,Total Raised,Founded,Revenue Range,Employees,Min Employees,Max Employees,City,State/Region,Country,Continent,Categories,LinkedIn,Twitter,Facebook,Features,Clients,Investors,Last Funding Date,Highlights
Parq,parqhq.com,,https://app.hubspot.com/contacts/20173538/company/31751502936,CleanTech,,,,,,,,,,,,,,,,,,,,,,,
Preoptima,preoptima.com,,https://app.hubspot.com/contacts/20173538/company/31755417119,CleanTech,,,,,,,,,,,,,,,,,,,,,,,
Renewabl,renewabl.com,https://app.switchpitch.com/startups/607516,https://app.hubspot.com/contacts/20173538/company/31770824039,CleanTech,https://www.renewabl.com/,Renewabl is a climate-tech software company.,Renewabl is a next-generation procurement and analytics tool supporting companies in their journey to achieve 100% renewable energy.,Seed,1387452,2023,,11 - 50,11,50,London,England,United Kingdom,Europe,"CleanTech, Environmental Consulting, Renewable Energy",https://www.linkedin.com/company/renewabl/,,,"* **Renewable Energy Solutions**: The platform could provide solutions for homes, businesses, and communities to transition to renewable energy sources, such as solar, wind, hydroelectric, and geothermal energy.
* **Energy Efficiency**: Renewabl may offer guidance on reducing energy consumption and improving energy efficiency before installing renewable energy systems.
* **Federal and State Tax Credits**: The platform could inform users about federal and state tax credits available for homeowners who install renewable energy systems.
* **Job Opportunities**: Renewabl might provide information on job opportunities in the renewable energy sector, such as construction, manufacturing, and other industries.
* **Education and Awareness**: The platform could educate users about the advantages and characteristics of renewable energies, including their environmental friendliness, unlimited nature, and indigenous generation.
* **Energy Storage**: Renewabl may discuss the importance of energy storage for renewable energy systems, which are dependent on weather conditions and require energy storage to provide reliable power supply.
* **Bioenergy Options**: The platform could explore bioenergy options, including using by-products from re-using cooking oils and planting fast-growing plants that can be converted into a usable fuel.
* **Comparison to Non-Renewable Energy Sources**: Renewabl might compare renewable energy sources to non-renewable energy sources, highlighting the benefits of renewable energy and the need to transition away from non-renewable sources.",BP,"Toyota Ventures, Encevo, Enery, Helen Ventures, Nesta, Nesta Impact Investments, PortfoLion Capital Partners, QVentures, South Pole",07/25/2024,"Renewable Energy Solutions: The platform could provide solutions for homes, businesses, and communities to transition to renewable energy sources, such as solar, wind, hydroelectric, and geothermal energy.
Energy Efficiency: Renewabl may offer guidance on reducing energy consumption and improving energy efficiency before installing renewable energy systems.
Federal and State Tax Credits: The platform could inform users about federal and state tax credits available for homeowners who install renewable energy systems.
Job Opportunities: Renewabl might provide information on job opportunities in the renewable energy sector, such as construction, manufacturing, and other industries.
Education and Awareness: The platform could educate users about the advantages and characteristics of renewable energies, including their environmental friendliness, unlimited nature, and indigenous generation.
Energy Storage: Renewabl may discuss the importance of energy storage for renewable energy systems, which are dependent on weather conditions and require energy storage to provide reliable power supply.
Bioenergy Options: The platform could explore bioenergy options, including using by-products from re-using cooking oils and planting fast-growing plants that can be converted into a usable fuel.
Comparison to Non-Renewable Energy Sources: Renewabl might compare renewable energy sources to non-renewable energy sources, highlighting the benefits of renewable energy and the need to transition away from non-renewable sources."
Cedara,cedara.io,,https://app.hubspot.com/contacts/20173538/company/31719246508,CleanTech,,,,,,,,,,,,,,,,,,,,,,,
Cambio,cambio.ai,https://app.switchpitch.com/startups/592206,https://app.hubspot.com/contacts/20173538/company/31742035280,CleanTech,http://cambio.ai,Cambio is a real estate software designed to help commercial landlords and corporate tenants decarbonize buildings.,"Cambio is a software that enables commercial landlords and corporate tenants to reach their net zero goals by decarbonizing their facilities. They assist their clients in measuring their facilities' carbon footprints and identifying high-impact retrofits that produce both cost savings and decarbonization.

Cambio is headquartered in San Francisco, California and was founded in 2021.",,650000,2021,,11 - 50,11,50,Washington,District of Columbia,United States,North America,"GreenTech, Pollution Control, Real Estate, Software",https://www.linkedin.com/company/cambioai,,,"- AI-based decarbonization algorithms
- Ranking assets by retrofit opportunity and ROI
- Reporting and monitoring capabilities
- Data science tools for asset retrofitting
- Automating data ingestion for calculating Scope 1, 2, and 3 data
- Integration with various sustainability reporting systems
- Providing powerful insights to help achieve climate goals
- Achieved SOC 2 Type I compliance
- Working with GSA and U.S. Department of Energy for federal building decarbonization
- Secure handling of user data
- Privacy policy outlining data protection measures","Agenium, Builders, CNBC, DVC, EGR Partners, Encurage Financial Network, Envisant, Goodwater Capital, GRESB, KKR, Leonis Investissement, Sandhill Capital, Skyla Credit Union, Unnamed angel investors, YC","Y Combinator, Agya Ventures, Google for Startups",06/25/2024,"AI-based decarbonization algorithms
Ranking assets by retrofit opportunity and ROI
Reporting and monitoring capabilities
Data science tools for asset retrofitting
Automating data ingestion for calculating Scope 1, 2, and 3 data
Integration with various sustainability reporting systems
Providing powerful insights to help achieve climate goals
Achieved SOC 2 Type I compliance
Working with GSA and U.S. Department of Energy for federal building decarbonization
Secure handling of user data
Privacy policy outlining data protection measures"
Muir AI,muir.ai,https://app.switchpitch.com/startups/581344,https://app.hubspot.com/contacts/20173538/company/31750727596,CleanTech,http://muir.ai/,Muir AI develops advanced analytics designed to measure and reduce emissions.,Muir AI develops advanced analytics designed to measure and reduce emissions.,Seed,3250000,2022,$1M to $10M,11 - 50,11,50,Seattle,Washington,United States,North America,"Analytics, Artificial Intelligence, Information Technology",https://www.linkedin.com/company/muir-ai/,,,"- Muir AI offers the Muir Intelligence Platform for evaluating carbon risk and rating of suppliers and industries
- Users can compare global Carbon Risk ratings and incorporate sustainability and carbon risk into procurement decisions
- Muir AI's Carbon Origin attributes product emissions at various stages of the supply chain
- The platform evaluates upstream emissions by product, supplier, and country against global benchmarks
- Integration with existing systems through APIs ensures seamless implementation within corporate infrastructures
- The company blends proprietary and open-source data sets to generate highly accurate estimates of Scope 3 emissions
- Muir AI targets industries with complex supply chains, such as apparel, consumer goods, and industrials
- The company relies on satellite technology, artificial intelligence, and machine learning for precise and scalable emissions calculations","Chili Piper, Exiger, Figma, Motive, Nowports, Nubank, Popmenu","Madrona Venture Labs, Soma Capital, Anglet, Base10 Partners, SBXi",10/02/2023,"Muir AI offers the Muir Intelligence Platform for evaluating carbon risk and rating of suppliers and industries
Users can compare global Carbon Risk ratings and incorporate sustainability and carbon risk into procurement decisions
Muir AI's Carbon Origin attributes product emissions at various stages of the supply chain
The platform evaluates upstream emissions by product, supplier, and country against global benchmarks
Integration with existing systems through APIs ensures seamless implementation within corporate infrastructures
The company blends proprietary and open-source data sets to generate highly accurate estimates of Scope 3 emissions
Muir AI targets industries with complex supply chains, such as apparel, consumer goods, and industrials
The company relies on satellite technology, artificial intelligence, and machine learning for precise and scalable emissions calculations"
Komfort IQ,komfortiq.com,https://app.switchpitch.com/startups/504769,https://app.hubspot.com/contacts/20173538/company/8778813010,CleanTech,http://komfortiq.com,Komfort IQ provides heating and cooling system for commercial buildings.,"Komfort IQ was founded to solve a fundamental problem: buildings account for around 40% of all energy usage, and HVAC is by far the largest component of that.",,0,2016,$1M to $10M,1 - 10,1,10,Los Angeles,California,United States,North America,"Information Technology, Internet of Things, Smart Building",https://www.linkedin.com/company/komfortiq/,https://twitter.com/komfortiq,,"1. **Occupant Comfort**: The system prioritizes the comfort of building occupants by adjusting temperature, air quality, and lighting according to their needs.
2. **Simple Installation**: Komfort IQ is designed for easy installation, minimizing disruption to commercial operations.
3. **Improve Facilities Management**: The system provides actionable statistics on the dashboard for facility managers to monitor and optimize building performance.
4. **Energy Savings**: Komfort IQ helps slash energy costs by 25% to lower operating costs, resulting in immediate energy savings that pay for itself.
5. **Fast Payback**: The system provides a quick return on investment due to its energy-saving capabilities.
6. **AI-Based Optimization**: Komfort IQ uses artificial intelligence algorithms to optimize heating and cooling in commercial office buildings, enhancing occupant comfort and safety.
7. **Cost Savings**: The system helps reduce operating costs by improving energy efficiency.
8. **Personal Comfort**: Komfort IQ allows for personalized comfort settings, ensuring that individual preferences are met.
9. **Dynamic Balancing**: The system uses software algorithms to improve tenant comfort by dynamically balancing heating and cooling.
10. **Shared Savings**: Komfort IQ offers a risk-free solution for customers, with shared savings ensuring that the customer only benefits from the system.
11. **Sensor Data Analysis**: The system collects and analyzes data from sensors to determine occupancy and air quality, providing a comprehensive understanding of building performance.","Commercial office building owners and property managers, KIQ, Organizations with large commercial office spaces","Creative Destruction Lab (CDL), Upward",01/01/2021,"Occupant Comfort: The system prioritizes the comfort of building occupants by adjusting temperature, air quality, and lighting according to their needs.
Simple Installation: Komfort IQ is designed for easy installation, minimizing disruption to commercial operations.
Improve Facilities Management: The system provides actionable statistics on the dashboard for facility managers to monitor and optimize building performance.
Energy Savings: Komfort IQ helps slash energy costs by 25% to lower operating costs, resulting in immediate energy savings that pay for itself.
Fast Payback: The system provides a quick return on investment due to its energy-saving capabilities.
AI-Based Optimization: Komfort IQ uses artificial intelligence algorithms to optimize heating and cooling in commercial office buildings, enhancing occupant comfort and safety.
Cost Savings: The system helps reduce operating costs by improving energy efficiency.
Personal Comfort: Komfort IQ allows for personalized comfort settings, ensuring that individual preferences are met.
Dynamic Balancing: The system uses software algorithms to improve tenant comfort by dynamically balancing heating and cooling.
Shared Savings: Komfort IQ offers a risk-free solution for customers, with shared savings ensuring that the customer only benefits from the system.
Sensor Data Analysis: The system collects and analyzes data from sensors to determine occupancy and air quality, providing a comprehensive understanding of building performance."
Telematica (Road),telematica.so,https://app.switchpitch.com/startups/370049,https://app.hubspot.com/contacts/20173538/company/28312499035,CleanTech,https://telematica.so,"Telematica API enables businesses to connect to EVs, home chargers, batteries, HVACs, and solar inverters directly.","Telematica API enables businesses to connect to EVs, home chargers, batteries, HVACs, and solar inverters directly. Founded in 2021 and is based in Francisco, California.",Angel,500000,2021,,1 - 10,1,10,Buena Park,California,United States,North America,"Battery, Electric Vehicle, Energy, Heating, Ventilation, and Air Conditioning (HVAC), Software, Solar",https://www.linkedin.com/company/telematica-so,https://twitter.com/telematica_so,,"- Device Integration
- EV API
- Telematica Connect
- Telematica Plug (Beta)
- Industry Applications
- Speed of Integration
- Integration Capabilities
- Innovative Use Cases
- Grid Services
- Energy Management Solutions",,"Y Combinator, All In Capital",03/22/2022,"Device Integration
EV API
Telematica Connect
Telematica Plug (Beta)
Industry Applications
Speed of Integration
Integration Capabilities
Innovative Use Cases
Grid Services
Energy Management Solutions"
Xwatts,xwatts.co,https://app.switchpitch.com/startups/579563,https://app.hubspot.com/contacts/20173538/company/25514087538,CleanTech,https://www.xwatts.co/,xWatts is an intelligent energy management system that helps commercial buildings reduce costs and emissions.,xwatts is an intelligent energy management system that helps commercial buildings reduce costs and emissions.,Angel,1945810,2022,,1 - 10,1,10,London,England,United Kingdom,Europe,"Energy Management, Software",https://www.linkedin.com/company/xwattsltd/,,,"- Intelligent energy management software
- Holistic visibility and control over building energy consumption
- No hardware installation or complex system integration required
- Immediate returns on investment
- Remote connectivity to existing control systems or BMS via VPN connections
- Optimization of consumption based on energy market data, environmental conditions, and occupancy forecasts
- Automation of energy generation, battery storage, and heating and cooling assets
- Real-time monitoring of savings and detailed progress tracking through the xWatts dashboard
- Reduction of carbon emissions to help achieve sustainability goals
- Partnerships with major corporations such as Wolfson, Daikin, Fujitsu, Hitachi, and Wesco
- Enables commercial properties to become more eco-friendly and financially efficient","Daikin, Fujitsu, Hitachi, WESCO","Antler, Cambridge Angels Group, Parkwalk Advisors, Plug and Play Tech Center, R42 Group, University of Cambridge Enterprise",07/18/2024,"Intelligent energy management software
Holistic visibility and control over building energy consumption
No hardware installation or complex system integration required
Immediate returns on investment
Remote connectivity to existing control systems or BMS via VPN connections
Optimization of consumption based on energy market data, environmental conditions, and occupancy forecasts
Automation of energy generation, battery storage, and heating and cooling assets
Real-time monitoring of savings and detailed progress tracking through the xWatts dashboard
Reduction of carbon emissions to help achieve sustainability goals
Partnerships with major corporations such as Wolfson, Daikin, Fujitsu, Hitachi, and Wesco
Enables commercial properties to become more eco-friendly and financially efficient"
Basis Climate,buildwithbasis.com,,https://app.hubspot.com/contacts/20173538/company/31721412498,CleanTech,,,,,,,,,,,,,,,,,,,,,,,
Charp,charp.be,,https://app.hubspot.com/contacts/20173538/company/31759249270,CleanTech,,,,,,,,,,,,,,,,,,,,,,,
Enersee,enersee.ai,,https://app.hubspot.com/contacts/20173538/company/31764173909,CleanTech,,,,,,,,,,,,,,,,,,,,,,,
Buildee,buildee.com,https://app.switchpitch.com/startups/674679,https://app.hubspot.com/contacts/20173538/company/31755417118,CleanTech,http://buildee.com,Behind buildee is a work of the greatest minds in building sciences and partnerships with market drivers company.,Behind buildee is a work of the greatest minds in building sciences and partnerships with market drivers. We’ve dedicated our lives to make this science accessible and useful for a broader market company.,,,2018,,1 - 10,1,10,Boulder,Colorado,United States,North America,Information Technology,https://www.linkedin.com/company/gobuildee/,https://twitter.com/gobuildee,,"The company **buildee**, operating under the domain `buildee.com`, is a cloud-based mobile platform designed to enhance building energy management and retrofit decision-making. Here are the key features of buildee:

## Data Acquisition
- buildee uses web, tablet, mobile, and API interfaces for rapid data aggregation, allowing for targeted projects, audits, and asset management.

## Benchmarking
- The platform identifies opportunities using industry standard benchmarking, breaking down utility spend to prioritize projects. It also syncs with Energy Star Portfolio Manager.

## Retrofit Analysis
- buildee provides standardized, actionable retrofit analysis using public and private libraries of modular calculations and costs. It can export data to OpenStudio/EnergyPlus.

## Strategic Portfolio Planning
- The platform enables strategic portfolio planning with a cross-functional collaborative environment. This includes benchmarking, retrofit analytics, customizable reporting, and investment performance tracking.

## Reporting and Sharing
- buildee autogenerates shared access and links to digital reports, creating standardized reporting templates. Reports can be exported to Microsoft Word or Excel.

## Compliance and Sustainability
- The platform tracks environmental performance metrics, greenhouse gas emission reductions, and helps increase regulatory compliance with sustainability measures. It streamlines compliance reporting for local mandates.

## Solutions Hub
- buildee integrates with partner products, solutions, and financing options, providing a network of resources and seamless integration with programs and APIs.

## Efficiency and Scalability
- The platform centralizes and standardizes the entire portfolio and process in the cloud, reducing labor and inefficient processes, and saving time. It can scale programs rapidly and integrate current incentives.

Overall, buildee is designed to improve building energy efficiency, reduce costs, and enhance decision-making through advanced data analysis and collaborative tools.","AESP, Concept3D, Northpoint, WatchWire",,,"The company buildee, operating under the domain buildee.com, is a cloud-based mobile platform designed to enhance building energy management and retrofit decision-making. Here are the key features of buildee:
Data Acquisition

buildee uses web, tablet, mobile, and API interfaces for rapid data aggregation, allowing for targeted projects, audits, and asset management.

Benchmarking

The platform identifies opportunities using industry standard benchmarking, breaking down utility spend to prioritize projects. It also syncs with Energy Star Portfolio Manager.

Retrofit Analysis

buildee provides standardized, actionable retrofit analysis using public and private libraries of modular calculations and costs. It can export data to OpenStudio/EnergyPlus.

Strategic Portfolio Planning

The platform enables strategic portfolio planning with a cross-functional collaborative environment. This includes benchmarking, retrofit analytics, customizable reporting, and investment performance tracking.

Reporting and Sharing

buildee autogenerates shared access and links to digital reports, creating standardized reporting templates. Reports can be exported to Microsoft Word or Excel.

Compliance and Sustainability

The platform tracks environmental performance metrics, greenhouse gas emission reductions, and helps increase regulatory compliance with sustainability measures. It streamlines compliance reporting for local mandates.

Solutions Hub

buildee integrates with partner products, solutions, and financing options, providing a network of resources and seamless integration with programs and APIs.

Efficiency and Scalability

The platform centralizes and standardizes the entire portfolio and process in the cloud, reducing labor and inefficient processes, and saving time. It can scale programs rapidly and integrate current incentives.

Overall, buildee is designed to improve building energy efficiency, reduce costs, and enhance decision-making through advanced data analysis and collaborative tools."
MapMortar,mapmortar.io,https://app.switchpitch.com/startups/553721,https://app.hubspot.com/contacts/20173538/company/31719865273,CleanTech,http://mapmortar.io,MapMortar is a real estate company that involves in retrofitting to decarbonising of existing buildings.,MapMortar is a real estate company that involves in retrofitting to decarbonising of existing buildings.,Angel,138567,2022,,1 - 10,1,10,London,England,United Kingdom,Europe,"Construction, Green Building, Real Estate, Sustainability",https://www.linkedin.com/company/mortar-io/,,,"- Focus on digitally mapping out real estate
- Four-step process to help property owners tackle issues and grow portfolio value
- Centralizing all building data into interactive 3D models
- Better understanding of carbon footprints and asset values through uniform data capture
- Live retrofit simulation twins that can enhance commercial real estate portfolios
- Mission to decarbonize existing buildings swiftly and efficiently
- Commitment to sustainability and mitigating their own contribution to climate change
- Rebranding signifies a new direction and sharpened focus on mapping technologies","Arup, Derwent, TCFD",Carbon13,09/01/2022,"Focus on digitally mapping out real estate
Four-step process to help property owners tackle issues and grow portfolio value
Centralizing all building data into interactive 3D models
Better understanding of carbon footprints and asset values through uniform data capture
Live retrofit simulation twins that can enhance commercial real estate portfolios
Mission to decarbonize existing buildings swiftly and efficiently
Commitment to sustainability and mitigating their own contribution to climate change
Rebranding signifies a new direction and sharpened focus on mapping technologies"
infrared.city,infrared.city,https://app.switchpitch.com/startups/613333,https://app.hubspot.com/contacts/20173538/company/31771749544,CleanTech,https://www.infrared.city,SaaS for climate simulations,"infrared.city is a platform for intelligent and resilient design powered by Artificial Intelligence. We make complex environmental simulations accessible and understandable for all stakeholders of the built environment. Our state-of-the-art AI models provide real-time feedback on the performance of buildings and cities and can guide climate informed decisions at every step of the process. Our open integration approach enables users to gain environmental insights adapted to their existing workflows. Our AI insights and automated AI reports generation turns climate simulations into actionable insights. infrared.city currently provides feedback on solar, thermal and wind performance and more expansive simulation services are added continuously to develop a global, AI-driven climate performance advisor for sustainable cities and buildings.",Angel,1060333,2023,,1 - 10,1,10,Vienna,Wien,Austria,Europe,"Environmental Engineering, Simulation, Software",https://www.linkedin.com/company/infrared-city,https://twitter.com/InfraredCity,https://www.facebook.com/infrared.city.gmbh,"- Intelligent and Resilient Architecture
- Simulation Prediction Models
- Real-Time Feedback
- Accessibility and Scalability
- Instant Guidance
- Quality Indicators","Advantage Austria, AEC customers, Business partners, Collaboration Partners, Corporates, end-users, goHongKong 2024, Institutions, investors, Oshawa Power, planners, public institutions","Antler, 2bX, HEARTFELT, IST Cube, P3A Ventures",10/10/2023,"Intelligent and Resilient Architecture
Simulation Prediction Models
Real-Time Feedback
Accessibility and Scalability
Instant Guidance
Quality Indicators"
Kausal,kausal.tech,,https://app.hubspot.com/contacts/20173538/company/31768507222,CleanTech,,,,,,,,,,,,,,,,,,,,,,,
PF Nexus,pfnexus.com,https://app.switchpitch.com/startups/464303,https://app.hubspot.com/contacts/20173538/company/31714954020,CleanTech,http://pfnexus.com,Renewable energy & infrastructure deal origination platform,"PF Nexus is the renewable energy & infrastructure deal origination platform for financial professionals. Our platform helps capital to find projects, and projects to find capital.

Since 2021, we began offering the largest free database of renewable energy investors, developers, lenders and acquirers available anywhere on the internet. The data includes hundreds of solar developers, international project finance banks, infrastructure funds, family offices, IPPs, PE funds, DFIs, and ECAs. split by geographic focus and types of project. 

PF Nexus' mission is to streamline the world’s transition to renewable energy, in order to reduce social inequality and climate change. Our process cuts the nonsense, enabling corporate capital to identify and begin discussions with precisely the types of solar, wind, battery and sustainable infrastructure projects they are seeking.

Based out of London since 2019, we are proud to be trusted by the world's most innovative global project finance investors. In the past year, we have helped to close in excess of 1,000MW of new renewable capacity.

Join today, and become a part of the most active cross-border private deal network in clean energy and sustainable infrastructure.

https://www.pfnexus.com",Seed,698151,2019,Less than $1M,11 - 50,11,50,London,England,United Kingdom,Europe,"Clean Energy, CleanTech, Energy Storage, Funding Platform, Impact Investing, Infrastructure, Renewable Energy, Solar, Sustainability, Wind Energy",https://www.linkedin.com/company/pfnexus,https://twitter.com/pfnexus,,"- Project Marketplace
- Renewable Energy Deal Flow
- Capital Raising and Partnerships
- Global Industry Ecosystem
- Privacy Policy
- Terms of Service
- Blog and Resources","EDF Renewables, ESB, ESG, GBR, Gre, IRL, JP Morgan, Macquarie, SoftBank Energy, TotalEnergies","Angel Investment Network, Charlotte Street Capital, Stuart Gardner",11/03/2022,"Project Marketplace
Renewable Energy Deal Flow
Capital Raising and Partnerships
Global Industry Ecosystem
Privacy Policy
Terms of Service
Blog and Resources"
Acuicy,acuicy.com,https://app.switchpitch.com/startups/544024,https://app.hubspot.com/contacts/20173538/company/31742809611,CleanTech,http://acuicy.com,Acuicy (Carbon FinTech) generates customized low-carbon solutions along with the financial ROI to help companies cut carbon and save money.,"Acuicy takes the financial guesswork out of cutting carbon.  Acuicy is the first AI-driven platform to generate low-carbon options for companies, customized to their operations and assets, along with the financial ROI so they can make decisions faster to cut carbon and save money.  Our customers can see the upfront CapEx, cost and emissions savings and payback period for a wide-range of low carbon investments and operational changes, customized to their specific business operations.  They can build their decarbonization strategy into their long-term capital planning, with dynamic scenario modelling over near and long-term horizons.",,54000,2022,,1 - 10,1,10,Halifax,Nova Scotia,Canada,North America,"Agriculture, Manufacturing, Real Estate, Transportation",https://www.linkedin.com/company/acuicy/?originalSubdomain=ca,,,"- Automated software solution to generate tailored low-carbon solutions for businesses
- Help businesses cut carbon faster and save costs
- Clear financial return on investment (ROI) and emissions reductions
- Proprietary AI and deep industry data for customized low-carbon options
- Real-time tracking of progress towards net-zero goals
- Focus on reducing carbon emissions in supply chains
- Contribution to UN Sustainable Development Goals
- Affordable and accessible data and insights
- Participation in Paris Techstars accelerator program
- Commitment to scaling impact on climate change
- Aim to enable the reduction of 0.83 Gigatonnes of greenhouse gas (GHG) emissions","Building Owners, CDP, electric utilities, Electrical distributors, Energy Service Companies, Lighting showrooms, National Accounts, OEMs, system integrators, The Home Depot, Utility distributors, Value-Added Resellers","Business Development Bank of Canada, Startupfest, Invest Nova Scotia Fund, Volta Cohort",10/30/2023,"Automated software solution to generate tailored low-carbon solutions for businesses
Help businesses cut carbon faster and save costs
Clear financial return on investment (ROI) and emissions reductions
Proprietary AI and deep industry data for customized low-carbon options
Real-time tracking of progress towards net-zero goals
Focus on reducing carbon emissions in supply chains
Contribution to UN Sustainable Development Goals
Affordable and accessible data and insights
Participation in Paris Techstars accelerator program
Commitment to scaling impact on climate change
Aim to enable the reduction of 0.83 Gigatonnes of greenhouse gas (GHG) emissions"
CarbonCents,carboncents.com,,https://app.hubspot.com/contacts/20173538/company/31726625146,CleanTech,,,,,,,,,,,,,,,,,,,,,,,
Greener,greener.io,https://app.switchpitch.com/startups/453816,https://app.hubspot.com/contacts/20173538/company/31761283360,CleanTech,http://greener.io,Greener is a B2B sustainability matchmaking platform for food and drink SMEs.,"Greener uses maths to make it easy for businesses to discover, connect, and collaborate with perfectly suited sustainability partners",Angel,345390,2019,Less than $1M,1 - 10,1,10,Bath,Bath and North East Somerset,United Kingdom,Europe,"AgTech, B2B, CleanTech, Environmental Consulting, Food and Beverage, Software, Supply Chain Management",https://www.linkedin.com/company/greenerio/about/,https://twitter.com/Greener_io,https://www.facebook.com/www.greener.io,"- B2B sustainability matchmaking platform
- Connects businesses with like-minded partners, including suppliers, innovations, and buyers
- Discover new suppliers offering needed products
- Connect with new customers perfect for products
- Manage sustainable partnerships from dashboard
- Save time and money in finding partners
- Improve sustainability and bottom line
- Range of tools to help businesses in sustainability
- Sustainability matchmaking based on carbon offsetting, consulting, and environmental analytics
- Resources and research on sustainability journey
- Articles on startups and greentech
- Profile set up guide for quick and easy setup","Australian Retailer Association, Brew Dog, City of Sydney, Go for Zero, Huskee, Microsoft, Scoop Wholefoods, T2 Tea","Innovate UK, SFC Capital",04/01/2022,"B2B sustainability matchmaking platform
Connects businesses with like-minded partners, including suppliers, innovations, and buyers
Discover new suppliers offering needed products
Connect with new customers perfect for products
Manage sustainable partnerships from dashboard
Save time and money in finding partners
Improve sustainability and bottom line
Range of tools to help businesses in sustainability
Sustainability matchmaking based on carbon offsetting, consulting, and environmental analytics
Resources and research on sustainability journey
Articles on startups and greentech
Profile set up guide for quick and easy setup"
AOA Dx,aoadx.com,https://app.switchpitch.com/startups/317175,https://app.hubspot.com/contacts/20173538/company/30359314801,HealthTech,https://www.aoadx.com/,AOA Dx is a biotech company developing cancer diagnostics in the field of women’s health.,"AOA Dx is a biotechnology company with a team of entrepreneurs that brings innovative, impactful, and cost-effective medical technologies from research and development into the hands of providers and patients. 

The company is driven by a mission to bring to market the first accurate early-stage non-invasive ovarian cancer diagnostic test that will improve clinical practice and help reduce patient mortality.",Series A,24500000,2020,$1M to $10M,11 - 50,11,50,Boulder,Colorado,United States,North America,"Biotechnology, Health Care, Health Diagnostics",https://www.linkedin.com/company/aoadx,https://twitter.com/AOA_Dx,,"- Focus on early-stage cancer detection
- Development of early-stage ovarian cancer liquid biopsy diagnostic test
- Main product: AKRIVIS GD test
- Utilization of tumor marker gangliosides for early cancer detection
- Over 90% sensitivity and specificity in diagnosing ovarian cancer
- Mission to transform women's health and improve survival rates
- Commitment to bringing impactful and cost-effective medical technologies to providers and patients
- $17 million funding secured for revolutionizing ovarian cancer diagnosis and expanding GlycoLocate™ Platform","Anna Jeter, Oriana Papin-Zoghbi, Springboard Enterprises","RH Capital, Y Combinator, Adaptive Capital Partners, AlleyCorp, Astia, Avestria Ventures, Bantam Group, Beacon Angels, Cancer Fund, Emmeline Ventures, FemHealth Ventures, Good Growth Capital, Gore Range Capital, Joyance Partners, Kyto Technology and Life Science Inc, LabCorp Venture Fund, LaunchPad Venture Group, LongeVC, Olive Tree Capital, Oxford Angel Fund, Pioneer Fund, Rhia Ventures, Sidecar Angels, TBD Angels, THE CATALYTIC IMPACT FOUNDATION (CIF), The Helm, Undeterred Capital, VU Venture Partners",10/11/2023,"Focus on early-stage cancer detection
Development of early-stage ovarian cancer liquid biopsy diagnostic test
Main product: AKRIVIS GD test
Utilization of tumor marker gangliosides for early cancer detection
Over 90% sensitivity and specificity in diagnosing ovarian cancer
Mission to transform women's health and improve survival rates
Commitment to bringing impactful and cost-effective medical technologies to providers and patients
$17 million funding secured for revolutionizing ovarian cancer diagnosis and expanding GlycoLocate™ Platform"
Backpack Health,hellobackpack.com,https://app.switchpitch.com/startups/363070,https://app.hubspot.com/contacts/20173538/company/27861624244,HealthTech,https://hellobackpack.com/,"Backpack Healthcare is a digital mental health company that focuses on youth, family behavioral, and mental healthcare.","Backpack Healthcare is a digital mental health company that focuses on youth, family behavioral, and mental healthcare.",Series A,16720000,2021,$1M to $10M,51 - 100,51,100,Elkridge,Maryland,United States,North America,,https://www.linkedin.com/company/hellobackpack/about,https://twitter.com/hellobackpack_,https://www.facebook.com/backpackhealthcare?mibextid=b06tZ0,,,"Portland Seed Fund, Techstars, Bridge Builders Collaborative, Collab Capital, ECMC, Genius Guild, Headstream Innovation, Hopelab, Jeffrey Walker, Lockstep Ventures, Maryland Community Health Resources Commission, Maya Ghosn Bichara, PACE Healthcare Capital, Rethink Education, Timeless Ventures, Unlikely Collaborators",08/19/2024,
